facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote,start_date,end_date
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,83,-23.5,-41.1,-1.1,78,21,,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,491,13.5,9.6,18.8,Not Applicable,Not Applicable,,1/1/2019,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,1/1/2021,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,1/1/2021,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,99,1.3,0.9,1.8,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,107,21.1,17.6,25.1,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,611,14.8,13.4,16.3,Not Applicable,Not Applicable,,7/1/2021,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,83,16.6,13.5,20.3,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,EDAC_30_HF,Hospital return days for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,EDAC_30_PN,Hospital return days for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2019,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,325,1.1,0.8,1.4,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,82,4.1,2.6,6.4,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,394,14.5,12.3,17.2,Not Applicable,Not Applicable,,7/1/2021,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
